6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	BTT	BDT	BLX	BLY	BCX	BCY	BRI	BPW	BPH	BQU	BFX	GPX	GPY	GPZ	CNT	MRK	STR
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	 X 	 Y 	 Z 	Count	Marker	String
7	 0.000000	EyeA FrameRate	60
7	 0.000000	EyeB FrameRate	60
10	  1.1565	  16.1420	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.1429	  16.6477	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	69		
10	  1.1714	  14.8750	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.1763	  16.7549	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	70		
10	  1.1844	  13.0075	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.1763	  16.7549	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	71		
10	  1.2010	  16.6261	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.1930	  16.7017	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	72		
10	  1.2177	  16.6615	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.2095	  16.5136	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	73		
10	  1.2343	  16.6278	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.2263	  16.7952	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	74		
10	  1.2510	  16.7161	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.2429	  16.6108	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	75		
10	  1.2678	  16.7880	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.2597	  16.7691	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	76		
10	  1.2845	  16.7166	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.2764	  16.7316	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	77		
10	  1.3011	  16.6301	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.2931	  16.6603	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	78		
10	  1.3177	  16.6083	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.3097	  16.6466	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	79		
10	  1.3345	  16.7490	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.3266	  16.8334	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	80		
10	  1.3512	  16.6766	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.3432	  16.6283	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	81		
10	  1.3679	  16.7128	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.3600	  16.8030	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	82		
10	  1.3845	  16.6260	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.3767	  16.7510	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	83		
10	  1.4012	  16.6505	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.3932	  16.5117	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	84		
10	  1.4180	  16.8245	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.4099	  16.6454	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	85		
10	  1.4344	  16.4432	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.4265	  16.5918	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	86		
10	  1.4515	  17.1069	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.4432	  16.6853	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	87		
10	  1.4679	  16.3589	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.4600	  16.8509	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	88		
10	  1.4846	  16.7544	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.4765	  16.5275	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	89		
10	  1.5012	  16.5591	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  1.4934	  16.8265	0.0000	0.0000	0.0000	0.0000	-1	0.9498	0.6977	3	0.0000	  0.00	  0.00	  0.00	90		
